Analytics overview,,,,,
2020-03-18 - 2020-04-16,,,,,
https://www.pinterest.com/pin/855261785474441090/,Organic,From you,No,standard,15206
https://www.pinterest.com/pin/855261785474694596/,Organic,From you,No,standard,14999
https://www.pinterest.com/pin/855261785474482802/,Organic,From you,No,standard,13254
https://www.pinterest.com/pin/855261785474298617/,Organic,From you,No,standard,13027
https://www.pinterest.com/pin/855261785474866328/,Organic,From you,No,standard,11750
https://www.pinterest.com/pin/855261785473113806/,Organic,From you,No,standard,11217
https://www.pinterest.com/pin/855261785472894780/,Organic,From you,No,standard,10659
https://www.pinterest.com/pin/855261785473325157/,Organic,From you,No,standard,10588
https://www.pinterest.com/pin/855261785474440567/,Organic,From you,No,standard,10224
https://www.pinterest.com/pin/855261785474849089/,Organic,From you,No,standard,9841
https://www.pinterest.com/pin/855261785474421658/,Organic,From you,No,standard,8995
https://www.pinterest.com/pin/855261785474502328/,Organic,From you,No,standard,8712
https://www.pinterest.com/pin/855261785475188486/,Organic,From you,No,standard,8499
https://www.pinterest.com/pin/855261785475051856/,Organic,From you,No,standard,7853
https://www.pinterest.com/pin/855261785473325162/,Organic,From you,No,standard,7823
https://www.pinterest.com/pin/855261785474436030/,Organic,From you,No,standard,7781
https://www.pinterest.com/pin/855261785474115204/,Organic,From you,No,standard,7683
https://www.pinterest.com/pin/855261785474301526/,Organic,From you,No,standard,7629
https://www.pinterest.com/pin/855261785473187276/,Organic,From you,No,standard,7295
https://www.pinterest.com/pin/855261785474419494/,Organic,From you,No,standard,7135
https://www.pinterest.com/pin/855261785474452231/,Organic,From you,No,standard,6987
https://www.pinterest.com/pin/855261785473916101/,Organic,From you,No,standard,6789
https://www.pinterest.com/pin/855261785474287190/,Organic,From you,No,standard,6756
https://www.pinterest.com/pin/855261785474880480/,Organic,From you,No,standard,6718
https://www.pinterest.com/pin/855261785473457637/,Organic,From you,No,standard,6673
https://www.pinterest.com/pin/855261785473106561/,Organic,From you,No,standard,6525
https://www.pinterest.com/pin/855261785474362429/,Organic,From you,No,standard,6397
https://www.pinterest.com/pin/855261785474502323/,Organic,From you,No,standard,6169
https://www.pinterest.com/pin/855261785474663773/,Organic,From you,No,standard,6050
https://www.pinterest.com/pin/855261785473979551/,Organic,From you,No,standard,5977
https://www.pinterest.com/pin/855261785474536355/,Organic,From you,No,standard,5909
https://www.pinterest.com/pin/855261785473990077/,Organic,From you,No,standard,5889
https://www.pinterest.com/pin/855261785473404869/,Organic,From you,No,standard,5859
https://www.pinterest.com/pin/855261785474602791/,Organic,From you,No,standard,5847
https://www.pinterest.com/pin/855261785473735019/,Organic,From you,No,standard,5696
https://www.pinterest.com/pin/855261785474942350/,Organic,From you,No,standard,5669
https://www.pinterest.com/pin/855261785474657996/,Organic,From you,No,standard,5640
https://www.pinterest.com/pin/855261785474274828/,Organic,From you,No,standard,5632
https://www.pinterest.com/pin/855261785474263114/,Organic,From you,No,standard,5587
https://www.pinterest.com/pin/855261785474480484/,Organic,From you,No,standard,5420
https://www.pinterest.com/pin/855261785474478295/,Organic,From you,No,standard,5333
https://www.pinterest.com/pin/855261785474558662/,Organic,From you,No,standard,5317
https://www.pinterest.com/pin/855261785472893902/,Organic,From you,No,standard,5289
https://www.pinterest.com/pin/855261785473980593/,Organic,From you,No,standard,5260
https://www.pinterest.com/pin/855261785474363020/,Organic,From you,No,standard,5136
https://www.pinterest.com/pin/855261785474556043/,Organic,From you,No,standard,5063
https://www.pinterest.com/pin/855261785473115525/,Organic,From you,No,standard,4998
https://www.pinterest.com/pin/855261785474531164/,Organic,From you,No,standard,4889
Top pins table is restricted to data from the last 6 months.,,,,,
